1108939	A2	8055360	1	0.60210097	LM
1108939	A2	4952004	2	0.6012847	LM
1108939	A2	1884147	3	0.5810838	LM
1108939	A2	1063994	4	0.58007616	LM
1108939	A2	8476367	5	0.57131773	LM
1108939	A2	3914971	6	0.5700808	LM
1108939	A2	4074418	7	0.56781805	LM
1108939	A2	4056029	8	0.5614528	LM
1108939	A2	7754180	9	0.55847716	LM
1108939	A2	3280282	10	0.5580765	LM
1108939	A2	4548986	11	0.55595094	LM
1108939	A2	2124542	12	0.55524504	LM
1108939	A2	2935708	13	0.55524504	LM
1108939	A2	5875182	14	0.55524504	LM
1108939	A2	5101048	15	0.55495536	LM
1108939	A2	1053672	16	0.5546049	LM
1108939	A2	2230201	17	0.5529532	LM
1108939	A2	2084728	18	0.55245197	LM
1108939	A2	4421944	19	0.55209345	LM
1108939	A2	1480108	20	0.5511678	LM
1108939	A2	8194563	21	0.5484854	LM
1108939	A2	2230200	22	0.54802966	LM
1108939	A2	640911	23	0.5476065	LM
1108939	A2	673608	24	0.54707247	LM
1108939	A2	7211784	25	0.54660696	LM
1108939	A2	5204437	26	0.5456659	LM
1108939	A2	8428866	27	0.54527426	LM
1108939	A2	5277940	28	0.54483885	LM
1108939	A2	3806503	29	0.5441149	LM
1108939	A2	449467	30	0.5407786	LM
1108939	A2	6969425	31	0.5402596	LM
1108939	A2	1120076	32	0.5398242	LM
1108939	A2	8659566	33	0.5367191	LM
1108939	A2	1199018	34	0.5361301	LM
1108939	A2	8721316	35	0.53434885	LM
1108939	A2	6047229	36	0.53418946	LM
1108939	A2	6969422	37	0.5325801	LM
1108939	A2	2918197	38	0.5317649	LM
1108939	A2	8343919	39	0.5315074	LM
1108939	A2	6687822	40	0.53034365	LM
1108939	A2	3445023	41	0.52990884	LM
1108939	A2	1557042	42	0.5284689	LM
1108939	A2	4036410	43	0.5278078	LM
1108939	A2	6969424	44	0.5275654	LM
1108939	A2	4017844	45	0.5269807	LM
1108939	A2	3866866	46	0.52584505	LM
1108939	A2	536817	47	0.52580243	LM
1108939	A2	8181777	48	0.5252281	LM
1108939	A2	2608123	49	0.52426296	LM
1108939	A2	7804761	50	0.52281404	LM
1108939	A2	6347768	51	0.5227931	LM
1108939	A2	3899060	52	0.51998234	LM
1108939	A2	4631892	53	0.51964027	LM
1108939	A2	1702231	54	0.51862645	LM
1108939	A2	3184954	55	0.51603645	LM
1108939	A2	3184955	56	0.51603645	LM
1108939	A2	6710218	57	0.51566577	LM
1108939	A2	6225011	58	0.51562613	LM
1108939	A2	1702031	59	0.51263034	LM
1108939	A2	8060104	60	0.51232404	LM
1108939	A2	1701680	61	0.51119983	LM
1108939	A2	2943284	62	0.5108855	LM
1108939	A2	1078335	63	0.5104301	LM
1108939	A2	6843852	64	0.51022625	LM
1108939	A2	3165502	65	0.5089667	LM
1108939	A2	8505735	66	0.5081183	LM
1108939	A2	3237803	67	0.507884	LM
1108939	A2	74000	68	0.5060121	LM
1108939	A2	3487883	69	0.5050911	LM
1108939	A2	4326783	70	0.5049559	LM
1108939	A2	5836378	71	0.5047023	LM
1108939	A2	4137168	72	0.5047023	LM
1108939	A2	2456247	73	0.5040674	LM
1108939	A2	5308169	74	0.50377774	LM
1108939	A2	5722148	75	0.5014338	LM
1108939	A2	7152561	76	0.5009148	LM
1108939	A2	8463999	77	0.5009148	LM
1108939	A2	5803262	78	0.49994123	LM
1108939	A2	6564869	79	0.4976039	LM
1108939	A2	4517208	80	0.4973235	LM
1108939	A2	1568471	81	0.49507332	LM
1108939	A2	2748233	82	0.49348113	LM
1108939	A2	1919207	83	0.4901752	LM
1108939	A2	2047283	84	0.4836014	LM
1108939	A2	2411435	85	0.48326126	LM
1108939	A2	1093048	86	0.4831961	LM
1108939	A2	6170678	87	0.48294744	LM
1108939	A2	4847697	88	0.48243418	LM
1108939	A2	4772094	89	0.48243418	LM
1108939	A2	1223226	90	0.48220477	LM
1108939	A2	730429	91	0.48220187	LM
1108939	A2	181458	92	0.48164538	LM
1108939	A2	7989162	93	0.48086384	LM
1108939	A2	5875180	94	0.4808375	LM
1108939	A2	1622855	95	0.47899708	LM
1108939	A2	652415	96	0.47899708	LM
1108939	A2	4146549	97	0.47841188	LM
1108939	A2	7432467	98	0.47748634	LM
1108939	A2	5875860	99	0.4774088	LM
1108939	A2	1120078	100	0.4774088	LM
1112389	A2	8678117	1	0.6118594	LM
1112389	A2	6716219	2	0.6115697	LM
1112389	A2	7274255	3	0.6115697	LM
1112389	A2	6378558	4	0.6042177	LM
1112389	A2	3079315	5	0.6042177	LM
1112389	A2	5798545	6	0.6042177	LM
1112389	A2	2092780	7	0.60157436	LM
1112389	A2	7344028	8	0.60157436	LM
1112389	A2	6964500	9	0.60157436	LM
1112389	A2	7351969	10	0.60157436	LM
1112389	A2	5064812	11	0.6012847	LM
1112389	A2	7274260	12	0.6012847	LM
1112389	A2	2633766	13	0.5960138	LM
1112389	A2	4521388	14	0.5960138	LM
1112389	A2	8060367	15	0.5960138	LM
1112389	A2	7274253	16	0.5958169	LM
1112389	A2	7274259	17	0.5958169	LM
1112389	A2	2280577	18	0.5957281	LM
1112389	A2	6852088	19	0.5954384	LM
1112389	A2	6042406	20	0.5939718	LM
1112389	A2	6916766	21	0.5939327	LM
1112389	A2	7849261	22	0.5939327	LM
1112389	A2	8315643	23	0.5939327	LM
1112389	A2	6554871	24	0.5939327	LM
1112389	A2	5992574	25	0.5894202	LM
1112389	A2	1280601	26	0.5894202	LM
1112389	A2	6029823	27	0.5891864	LM
1112389	A2	8375383	28	0.5873425	LM
1112389	A2	1449579	29	0.5873425	LM
1112389	A2	3699518	30	0.5870528	LM
1112389	A2	7119888	31	0.5870528	LM
1112389	A2	7900356	32	0.5870528	LM
1112389	A2	8138769	33	0.58576787	LM
1112389	A2	8138766	34	0.58576787	LM
1112389	A2	7523037	35	0.58576787	LM
1112389	A2	3831522	36	0.58572876	LM
1112389	A2	3831528	37	0.58572876	LM
1112389	A2	758967	38	0.58572876	LM
1112389	A2	7274258	39	0.58572876	LM
1112389	A2	33956	40	0.58572876	LM
1112389	A2	7996972	41	0.58572876	LM
1112389	A2	3289282	42	0.58572876	LM
1112389	A2	209609	43	0.58572876	LM
1112389	A2	4862781	44	0.58572876	LM
1112389	A2	4491816	45	0.58572876	LM
1112389	A2	3180888	46	0.58572876	LM
1112389	A2	8775876	47	0.58572876	LM
1112389	A2	196345	48	0.58572876	LM
1112389	A2	4284050	49	0.58572876	LM
1112389	A2	5400810	50	0.58572876	LM
1112389	A2	7296923	51	0.58572876	LM
1112389	A2	7120794	52	0.58368677	LM
1112389	A2	6511128	53	0.5820656	LM
1112389	A2	2667825	54	0.5798825	LM
1112389	A2	2086175	55	0.5798825	LM
1112389	A2	7712402	56	0.5797008	LM
1112389	A2	3345028	57	0.5797008	LM
1112389	A2	877353	58	0.5797008	LM
1112389	A2	6199118	59	0.5793644	LM
1112389	A2	307967	60	0.5770575	LM
1112389	A2	1580790	61	0.5770575	LM
1112389	A2	2731785	62	0.5770575	LM
1112389	A2	5728639	63	0.5770575	LM
1112389	A2	4761535	64	0.5770575	LM
1112389	A2	3992452	65	0.5770575	LM
1112389	A2	8758531	66	0.5770575	LM
1112389	A2	8817203	67	0.5770575	LM
1112389	A2	820754	68	0.5770575	LM
1112389	A2	5217952	69	0.5770575	LM
1112389	A2	943957	70	0.5767678	LM
1112389	A2	2907869	71	0.5767678	LM
1112389	A2	7224177	72	0.5765935	LM
1112389	A2	2967593	73	0.57548285	LM
1112389	A2	6557221	74	0.57548285	LM
1112389	A2	8501533	75	0.57548285	LM
1112389	A2	8640354	76	0.57548285	LM
1112389	A2	684766	77	0.5746483	LM
1112389	A2	7188586	78	0.5746483	LM
1112389	A2	3394193	79	0.5746483	LM
